tei_section_id	tei_node_id	tei_node_type	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index
5000000517	6000000554	sp	1	1	England	NNP	L+H*	g l @ n d	0	L-L%	5
5000000517	6000000554	sp	1	1	"ne'er"	NN	L+H*	n I r	1	L-L%	5
5000000517	6000000554	sp	1	1	had	VBD	L+H*	h { d	1	L-L%	5
5000000517	6000000554	sp	1	1	a	DT		@	0	L-L%	5
5000000517	6000000554	sp	1	1	king	NN	L+H*	k I N	1	L-L%	5
5000000517	6000000554	sp	1	1	until	IN		@ n	0	L-L%	5
5000000517	6000000554	sp	1	1	until	IN		t I l	1	L-L%	5
5000000517	6000000554	sp	1	1	his	PRP$		h I z	1	L-L%	5
5000000517	6000000554	sp	1	1	time	NN	!H*	t AI m	1	L-L%	5
5000000517	6000000554	sp	1	1	.	.				L-L%	5
5000000517	6000000554	sp	2	1	Virtue	NNP	L+H*	v r=	1	H-L%	4
5000000517	6000000554	sp	2	1	Virtue	NNP	L+H*	tS u	0	H-L%	4
5000000517	6000000554	sp	2	1	he	PRP		h i	1	H-L%	4
5000000517	6000000554	sp	2	1	had	VBD	L+H*	h { d	1	H-L%	4
5000000517	6000000554	sp	2	1	,	,				H-L%	4
5000000517	6000000554	sp	2	2	deserving	VBG	L+H*	d I	0	H-L%	4
5000000517	6000000554	sp	2	2	deserving	VBG	L+H*	z r=	1	H-L%	4
5000000517	6000000554	sp	2	2	deserving	VBG	L+H*	v I N	0	H-L%	4
5000000517	6000000554	sp	2	2	to	TO		t u	1	H-L%	4
5000000517	6000000554	sp	2	2	command	VB	L+H*	k @	0	H-L%	4
5000000517	6000000554	sp	2	2	command	VB	L+H*	m { n d	1	H-L%	4
5000000517	6000000554	sp	2	2	:	:				H-L%	4
5000000517	6000000554	sp	2	3	His	PRP$		h I z	1	H-L%	4
5000000517	6000000554	sp	2	3	brandished	JJ	L+H*	b r { n	1	H-L%	4
5000000517	6000000554	sp	2	3	brandished	JJ	L+H*	d I S t	0	H-L%	4
5000000517	6000000554	sp	2	3	sword	NN	L+H*	s O r d	1	H-L%	4
5000000517	6000000554	sp	2	3	did	VBD	L+H*	d I d	1	H-L%	4
5000000517	6000000554	sp	2	3	blind	JJ	L+H*	b l AI n d	1	H-L%	4
5000000517	6000000554	sp	2	3	men	NNS	L+H*	m E n	1	H-L%	4
5000000517	6000000554	sp	2	3	with	IN		w I D	1	H-L%	4
5000000517	6000000554	sp	2	3	his	PRP$		h I z	1	H-L%	4
5000000517	6000000554	sp	2	3	beams	NNS	L+H*	b i m z	1	H-L%	4
5000000517	6000000554	sp	2	3	:	:				H-L%	4
5000000517	6000000554	sp	2	4	His	PRP$		h I z	1	H-L%	4
5000000517	6000000554	sp	2	4	arms	NNS	L+H*	A r m z	1	H-L%	4
5000000517	6000000554	sp	2	4	spread	VBD	L+H*	s	0	H-L%	4
5000000517	6000000554	sp	2	4	spread	VBD	L+H*	p r E d	1	H-L%	4
5000000517	6000000554	sp	2	4	wider	JJR	L+H*	w AI	1	H-L%	4
5000000517	6000000554	sp	2	4	wider	JJR	L+H*	d r=	0	H-L%	4
5000000517	6000000554	sp	2	4	than	IN		D { n	1	H-L%	4
5000000517	6000000554	sp	2	4	a	DT		@	0	H-L%	4
5000000517	6000000554	sp	2	4	"dragon's"	NN	L+H*	d r {	1	H-L%	4
5000000517	6000000554	sp	2	4	"dragon's"	NN	L+H*	g @ n	0	H-L%	4
5000000517	6000000554	sp	2	4	"dragon's"	POS		z	0	H-L%	4
5000000517	6000000554	sp	2	4	wings	NNS	L+H*	w I N z	1	H-L%	4
5000000517	6000000554	sp	2	4	;	:				H-L%	4
5000000517	6000000554	sp	2	5	His	PRP$		h I z	1	H-L%	4
5000000517	6000000554	sp	2	5	sparkling	JJ	L+H*	s	0	H-L%	4
5000000517	6000000554	sp	2	5	sparkling	JJ	L+H*	p A r	1	H-L%	4
5000000517	6000000554	sp	2	5	sparkling	JJ	L+H*	k l I N	0	H-L%	4
5000000517	6000000554	sp	2	5	eyes	NNS	L+H*	AI z	1	H-L%	4
5000000517	6000000554	sp	2	5	,	,				H-L%	4
5000000517	6000000554	sp	2	6	replete	JJ	L+H*	r i	0	H-L%	4
5000000517	6000000554	sp	2	6	replete	JJ	L+H*	p l i t	1	H-L%	4
5000000517	6000000554	sp	2	6	with	IN		w I D	1	H-L%	4
5000000517	6000000554	sp	2	6	wrathful	JJ	L+H*	r { T	1	H-L%	4
5000000517	6000000554	sp	2	6	wrathful	JJ	L+H*	f @ l	0	H-L%	4
5000000517	6000000554	sp	2	6	fire	NN	L+H*	f AI	1	H-L%	4
5000000517	6000000554	sp	2	6	fire	NN	L+H*	r=	0	H-L%	4
5000000517	6000000554	sp	2	6	,	,				H-L%	4
5000000517	6000000554	sp	2	7	More	JJR	L+H*	m O r	1	L-L%	5
5000000517	6000000554	sp	2	7	dazzled	JJ	L+H*	d {	1	L-L%	5
5000000517	6000000554	sp	2	7	dazzled	JJ	L+H*	z @ l d	0	L-L%	5
5000000517	6000000554	sp	2	7	and	CC		{ n d	1	L-L%	5
5000000517	6000000554	sp	2	7	drove	VBD	L+H*	d r @U v	1	L-L%	5
5000000517	6000000554	sp	2	7	back	RB		b { k	1	L-L%	5
5000000517	6000000554	sp	2	7	his	PRP$		h I z	1	L-L%	5
5000000517	6000000554	sp	2	7	enemies	NNS	L+H*	E	1	L-L%	5
5000000517	6000000554	sp	2	7	enemies	NNS	L+H*	n @	0	L-L%	5
5000000517	6000000554	sp	2	7	enemies	NNS	L+H*	m i z	0	L-L%	5
5000000517	6000000554	sp	2	7	Than	IN		D { n	1	L-L%	5
5000000517	6000000554	sp	2	7	midday	NN	L+H*	m I d	1	L-L%	5
5000000517	6000000554	sp	2	7	midday	NN	L+H*	d EI	0	L-L%	5
5000000517	6000000554	sp	2	7	sun	NN	L+H*	s V n	1	L-L%	5
5000000517	6000000554	sp	2	7	fierce	JJ	L+H*	f I r s	1	L-L%	5
5000000517	6000000554	sp	2	7	bent	NN	L+H*	b E n t	1	L-L%	5
5000000517	6000000554	sp	2	7	against	IN		@	0	L-L%	5
5000000517	6000000554	sp	2	7	against	IN		g E n s t	1	L-L%	5
5000000517	6000000554	sp	2	7	their	PRP$		D E r	1	L-L%	5
5000000517	6000000554	sp	2	7	faces	NNS	!H*	f EI	1	L-L%	5
5000000517	6000000554	sp	2	7	faces	NNS	!H*	s @ z	0	L-L%	5
5000000517	6000000554	sp	2	7	.	.				L-L%	5
5000000517	6000000554	sp	3	1	What	WP		w V t	1	H-L%	4
5000000517	6000000554	sp	3	1	should	MD		S U d	1	H-L%	4
5000000517	6000000554	sp	3	1	I	PRP		AI	1	H-L%	4
5000000517	6000000554	sp	3	1	say	VB	L+H*	s EI	1	H-L%	4
5000000517	6000000554	sp	3	1	?	.				H-L%	4
5000000517	6000000554	sp	3	2	his	PRP$		h I z	1	H-L%	4
5000000517	6000000554	sp	3	2	deeds	NNS	L+H*	d i d z	1	H-L%	4
5000000517	6000000554	sp	3	2	exceed	VBP		I k	0	H-L%	4
5000000517	6000000554	sp	3	2	exceed	VBP		s i d	1	H-L%	4
5000000517	6000000554	sp	3	2	all	DT		O l	1	H-L%	4
5000000517	6000000554	sp	3	2	speech	NN	L+H*	s p i tS	1	H-L%	4
5000000517	6000000554	sp	3	2	:	:				H-L%	4
5000000517	6000000554	sp	3	3	He	PRP		h i	1	L-L%	6
5000000517	6000000554	sp	3	3	"ne'er"	RB		n I r	1	L-L%	6
5000000517	6000000554	sp	3	3	lift	VB	L+H*	l I f t	1	L-L%	6
5000000517	6000000554	sp	3	3	up	RP		V p	1	L-L%	6
5000000517	6000000554	sp	3	3	his	PRP$		h I z	1	L-L%	6
5000000517	6000000554	sp	3	3	hand	NN	L+H*	h { n d	1	L-L%	6
5000000517	6000000554	sp	3	3	but	CC		b V t	1	L-L%	6
5000000517	6000000554	sp	3	3	conquered	VBD	!H*	k A N	1	L-L%	6
5000000517	6000000554	sp	3	3	conquered	VBD	!H*	k r= d	0	L-L%	6
5000000517	6000000554	sp	3	3	.	.				L-L%	6
5000000517	6000000587	sp	1	1	We	PRP		w i	1	H-L%	4
5000000517	6000000587	sp	1	1	mourn	VB	H*	m O r n	1	H-L%	4
5000000517	6000000587	sp	1	1	in	IN		I n	1	H-L%	4
5000000517	6000000587	sp	1	1	black	JJ	H*	b l { k	1	H-L%	4
5000000517	6000000587	sp	1	1	:	:				H-L%	4
5000000517	6000000587	sp	1	2	why	WRB		w AI	1	H-H%	5
5000000517	6000000587	sp	1	2	mourn	VB	H*	m O r n	1	H-H%	5
5000000517	6000000587	sp	1	2	we	PRP		w i	1	H-H%	5
5000000517	6000000587	sp	1	2	not	RB		n A t	1	H-H%	5
5000000517	6000000587	sp	1	2	in	IN		I n	1	H-H%	5
5000000517	6000000587	sp	1	2	blood	NN	L*	b l V d	1	H-H%	5
5000000517	6000000587	sp	1	2	?	.				H-H%	5
5000000517	6000000587	sp	2	1	Henry	NNP	L+H*	h E n	1	H-L%	4
5000000517	6000000587	sp	2	1	Henry	NNP	L+H*	r i	0	H-L%	4
5000000517	6000000587	sp	2	1	is	VBZ		I z	1	H-L%	4
5000000517	6000000587	sp	2	1	dead	JJ	L+H*	d E d	1	H-L%	4
5000000517	6000000587	sp	2	1	and	CC		{ n d	1	H-L%	4
5000000517	6000000587	sp	2	1	never	RB		n E	1	H-L%	4
5000000517	6000000587	sp	2	1	never	RB		v r=	0	H-L%	4
5000000517	6000000587	sp	2	1	shall	MD		S { l	1	H-L%	4
5000000517	6000000587	sp	2	1	revive	VB	L+H*	r I	0	H-L%	4
5000000517	6000000587	sp	2	1	revive	VB	L+H*	v AI v	1	H-L%	4
5000000517	6000000587	sp	2	1	:	:				H-L%	4
5000000517	6000000587	sp	2	2	Upon	IN		@	0	H-L%	4
5000000517	6000000587	sp	2	2	Upon	IN		p A n	1	H-L%	4
5000000517	6000000587	sp	2	2	a	DT		@	0	H-L%	4
5000000517	6000000587	sp	2	2	wooden	JJ	L+H*	w U	1	H-L%	4
5000000517	6000000587	sp	2	2	wooden	JJ	L+H*	d @ n	0	H-L%	4
5000000517	6000000587	sp	2	2	coffin	NN	L+H*	k O	1	H-L%	4
5000000517	6000000587	sp	2	2	coffin	NN	L+H*	f I n	0	H-L%	4
5000000517	6000000587	sp	2	2	we	PRP		w i	1	H-L%	4
5000000517	6000000587	sp	2	2	attend	VBP		@	0	H-L%	4
5000000517	6000000587	sp	2	2	attend	VBP		t E n d	1	H-L%	4
5000000517	6000000587	sp	2	2	,	,				H-L%	4
5000000517	6000000587	sp	2	3	And	CC		{ n d	1	H-L%	4
5000000517	6000000587	sp	2	3	"death's"	NN	L+H*	d E T	1	H-L%	4
5000000517	6000000587	sp	2	3	"death's"	POS		z	0	H-L%	4
5000000517	6000000587	sp	2	3	dishonourable	JJ	L+H*	d I	1	H-L%	4
5000000517	6000000587	sp	2	3	dishonourable	JJ	L+H*	S @	0	H-L%	4
5000000517	6000000587	sp	2	3	dishonourable	JJ	L+H*	n r=	0	H-L%	4
5000000517	6000000587	sp	2	3	dishonourable	JJ	L+H*	r @	0	H-L%	4
5000000517	6000000587	sp	2	3	dishonourable	JJ	L+H*	b @ l	0	H-L%	4
5000000517	6000000587	sp	2	3	victory	NN	L+H*	v I k	1	H-L%	4
5000000517	6000000587	sp	2	3	victory	NN	L+H*	t r=	0	H-L%	4
5000000517	6000000587	sp	2	3	victory	NN	L+H*	i	0	H-L%	4
5000000517	6000000587	sp	2	3	We	PRP		w i	1	H-L%	4
5000000517	6000000587	sp	2	3	with	IN		w I D	1	H-L%	4
5000000517	6000000587	sp	2	3	our	PRP$		aU	1	H-L%	4
5000000517	6000000587	sp	2	3	our	PRP$		r=	0	H-L%	4
5000000517	6000000587	sp	2	3	stately	NN	L+H*	s	0	H-L%	4
5000000517	6000000587	sp	2	3	stately	NN	L+H*	t EI	1	H-L%	4
5000000517	6000000587	sp	2	3	stately	NN	L+H*	t l i	0	H-L%	4
5000000517	6000000587	sp	2	3	presence	NN	L+H*	p r E	1	H-L%	4
5000000517	6000000587	sp	2	3	presence	NN	L+H*	z @ n s	0	H-L%	4
5000000517	6000000587	sp	2	3	glorify	RB		g l O	1	H-L%	4
5000000517	6000000587	sp	2	3	glorify	RB		r @	0	H-L%	4
5000000517	6000000587	sp	2	3	glorify	RB		f AI	0	H-L%	4
5000000517	6000000587	sp	2	3	,	,				H-L%	4
5000000517	6000000587	sp	2	4	Like	IN		l AI k	1	L-L%	5
5000000517	6000000587	sp	2	4	captives	NNS	L+H*	k { p	1	L-L%	5
5000000517	6000000587	sp	2	4	captives	NNS	L+H*	t I v z	0	L-L%	5
5000000517	6000000587	sp	2	4	bound	VBN	L+H*	b aU n d	1	L-L%	5
5000000517	6000000587	sp	2	4	to	TO		t u	1	L-L%	5
5000000517	6000000587	sp	2	4	a	DT		@	0	L-L%	5
5000000517	6000000587	sp	2	4	triumphant	JJ	L+H*	t r AI	0	L-L%	5
5000000517	6000000587	sp	2	4	triumphant	JJ	L+H*	V m	1	L-L%	5
5000000517	6000000587	sp	2	4	triumphant	JJ	L+H*	f @ n t	0	L-L%	5
5000000517	6000000587	sp	2	4	car	NN	!H*	k A r	1	L-L%	5
5000000517	6000000587	sp	2	4	.	.				L-L%	5
5000000517	6000000587	sp	3	1	What	WP		w V t	1	H-L%	4
5000000517	6000000587	sp	3	1	!	.				H-L%	4
5000000517	6000000587	sp	3	2	shall	MD		S { l	1	L-L%	5
5000000517	6000000587	sp	3	2	we	PRP		w i	1	L-L%	5
5000000517	6000000587	sp	3	2	curse	VB	H*	k r= s	1	L-L%	5
5000000517	6000000587	sp	3	2	the	DT		D @	0	L-L%	5
5000000517	6000000587	sp	3	2	planets	NNS	H*	p l {	1	L-L%	5
5000000517	6000000587	sp	3	2	planets	NNS	H*	n @ t s	0	L-L%	5
5000000517	6000000587	sp	3	2	of	IN		V v	1	L-L%	5
5000000517	6000000587	sp	3	2	mishap	NN	H*	m I s	1	L-L%	5
5000000517	6000000587	sp	3	2	mishap	NN	H*	h { p	0	L-L%	5
5000000517	6000000587	sp	3	2	That	DT		D { t	1	L-L%	5
5000000517	6000000587	sp	3	2	plotted	VBD	H*	p l A	1	L-L%	5
5000000517	6000000587	sp	3	2	plotted	VBD	H*	t @ d	0	L-L%	5
5000000517	6000000587	sp	3	2	thus	RB		D V s	1	L-L%	5
5000000517	6000000587	sp	3	2	our	PRP$		aU	1	L-L%	5
5000000517	6000000587	sp	3	2	our	PRP$		r=	0	L-L%	5
5000000517	6000000587	sp	3	2	"glory's"	NN	H*	g l O	1	L-L%	5
5000000517	6000000587	sp	3	2	"glory's"	NN	H*	r i	0	L-L%	5
5000000517	6000000587	sp	3	2	"glory's"	POS		z	0	L-L%	5
5000000517	6000000587	sp	3	2	overthrow	NN	H*	@U	1	L-L%	5
5000000517	6000000587	sp	3	2	overthrow	NN	H*	v r=	0	L-L%	5
5000000517	6000000587	sp	3	2	overthrow	NN	H*	T r @U	0	L-L%	5
5000000517	6000000587	sp	3	2	?	.				L-L%	5
5000000517	6000000587	sp	4	1	Or	CC		O r	1	H-L%	4
5000000517	6000000587	sp	4	1	shall	MD		S { l	1	H-L%	4
5000000517	6000000587	sp	4	1	we	PRP		w i	1	H-L%	4
5000000517	6000000587	sp	4	1	think	VB	H*	T I N k	1	H-L%	4
5000000517	6000000587	sp	4	1	the	DT		D @	0	H-L%	4
5000000517	6000000587	sp	4	1	subtle-witted	JJ	H*	s V	1	H-L%	4
5000000517	6000000587	sp	4	1	subtle-witted	JJ	H*	t @ l	0	H-L%	4
5000000517	6000000587	sp	4	1	subtle-witted	JJ	H*	w I	1	H-L%	4
5000000517	6000000587	sp	4	1	subtle-witted	JJ	H*	t I d	0	H-L%	4
5000000517	6000000587	sp	4	1	French	JJ	H*	f r E n tS	1	H-L%	4
5000000517	6000000587	sp	4	1	Conjurers	NNS	H*	k A n	1	H-L%	4
5000000517	6000000587	sp	4	1	Conjurers	NNS	H*	dZ r=	0	H-L%	4
5000000517	6000000587	sp	4	1	Conjurers	NNS	H*	r= z	0	H-L%	4
5000000517	6000000587	sp	4	1	and	CC		{ n d	1	H-L%	4
5000000517	6000000587	sp	4	1	sorcerers	NNS	H*	s O r	1	H-L%	4
5000000517	6000000587	sp	4	1	sorcerers	NNS	H*	s r=	0	H-L%	4
5000000517	6000000587	sp	4	1	sorcerers	NNS	H*	r= z	0	H-L%	4
5000000517	6000000587	sp	4	1	,	,				H-L%	4
5000000517	6000000587	sp	4	2	that	IN		D { t	1	H-H%	6
5000000517	6000000587	sp	4	2	afraid	JJ	H*	@	0	H-H%	6
5000000517	6000000587	sp	4	2	afraid	JJ	H*	f r EI d	1	H-H%	6
5000000517	6000000587	sp	4	2	of	IN		V v	1	H-H%	6
5000000517	6000000587	sp	4	2	him	PRP		h I m	1	H-H%	6
5000000517	6000000587	sp	4	2	By	IN		b AI	1	H-H%	6
5000000517	6000000587	sp	4	2	magic	JJ	H*	m {	1	H-H%	6
5000000517	6000000587	sp	4	2	magic	JJ	H*	dZ I k	0	H-H%	6
5000000517	6000000587	sp	4	2	verses	NNS	H*	v r=	1	H-H%	6
5000000517	6000000587	sp	4	2	verses	NNS	H*	s @ z	0	H-H%	6
5000000517	6000000587	sp	4	2	have	VBP		h { v	1	H-H%	6
5000000517	6000000587	sp	4	2	contrived	VBN	H*	k @ n	0	H-H%	6
5000000517	6000000587	sp	4	2	contrived	VBN	H*	t r AI v d	1	H-H%	6
5000000517	6000000587	sp	4	2	his	PRP$		h I z	1	H-H%	6
5000000517	6000000587	sp	4	2	end	NN	L*	E n d	1	H-H%	6
5000000517	6000000587	sp	4	2	?	.				H-H%	6
5000000517	6000000626	sp	1	1	He	PRP		h i	1	L-L%	5
5000000517	6000000626	sp	1	1	was	VBD	L+H*	w A z	1	L-L%	5
5000000517	6000000626	sp	1	1	a	DT		@	0	L-L%	5
5000000517	6000000626	sp	1	1	king	NN	L+H*	k I N	1	L-L%	5
5000000517	6000000626	sp	1	1	blessed	VBN	L+H*	b l E s t	1	L-L%	5
5000000517	6000000626	sp	1	1	of	IN		V v	1	L-L%	5
5000000517	6000000626	sp	1	1	the	DT		D @	0	L-L%	5
5000000517	6000000626	sp	1	1	King	NNP	L+H*	k I N	1	L-L%	5
5000000517	6000000626	sp	1	1	of	IN		V v	1	L-L%	5
5000000517	6000000626	sp	1	1	kings	NNS	!H*	k I N z	1	L-L%	5
5000000517	6000000626	sp	1	1	.	.				L-L%	5
5000000517	6000000626	sp	2	1	Unto	IN		V n	1	L-L%	5
5000000517	6000000626	sp	2	1	Unto	IN		t u	0	L-L%	5
5000000517	6000000626	sp	2	1	the	DT		D @	0	L-L%	5
5000000517	6000000626	sp	2	1	French	NNP	L+H*	f r E n tS	1	L-L%	5
5000000517	6000000626	sp	2	1	the	DT		D @	0	L-L%	5
5000000517	6000000626	sp	2	1	dreadful	JJ	L+H*	d r E d	1	L-L%	5
5000000517	6000000626	sp	2	1	dreadful	JJ	L+H*	f @ l	0	L-L%	5
5000000517	6000000626	sp	2	1	judgement	NN	L+H*	dZ V dZ	1	L-L%	5
5000000517	6000000626	sp	2	1	judgement	NN	L+H*	m @ n t	0	L-L%	5
5000000517	6000000626	sp	2	1	day	NN	L+H*	d EI	1	L-L%	5
5000000517	6000000626	sp	2	1	So	IN		s @U	1	L-L%	5
5000000517	6000000626	sp	2	1	dreadful	NN	L+H*	d r E d	1	L-L%	5
5000000517	6000000626	sp	2	1	dreadful	NN	L+H*	f @ l	0	L-L%	5
5000000517	6000000626	sp	2	1	will	MD		w I l	1	L-L%	5
5000000517	6000000626	sp	2	1	not	RB		n A t	1	L-L%	5
5000000517	6000000626	sp	2	1	be	VB	L+H*	b i	1	L-L%	5
5000000517	6000000626	sp	2	1	as	IN		{ z	1	L-L%	5
5000000517	6000000626	sp	2	1	was	VBD	L+H*	w A z	1	L-L%	5
5000000517	6000000626	sp	2	1	his	PRP$		h I z	1	L-L%	5
5000000517	6000000626	sp	2	1	sight	NN	!H*	s AI t	1	L-L%	5
5000000517	6000000626	sp	2	1	.	.				L-L%	5
5000000517	6000000626	sp	3	1	The	DT		D @	0	H-L%	4
5000000517	6000000626	sp	3	1	battles	NNS	L+H*	b {	1	H-L%	4
5000000517	6000000626	sp	3	1	battles	NNS	L+H*	t @ l z	0	H-L%	4
5000000517	6000000626	sp	3	1	of	IN		V v	1	H-L%	4
5000000517	6000000626	sp	3	1	the	DT		D @	0	H-L%	4
5000000517	6000000626	sp	3	1	Lord	NNP	L+H*	l O r d	1	H-L%	4
5000000517	6000000626	sp	3	1	of	IN		V v	1	H-L%	4
5000000517	6000000626	sp	3	1	hosts	NNS	L+H*	h @U s t s	1	H-L%	4
5000000517	6000000626	sp	3	1	he	PRP		h i	1	H-L%	4
5000000517	6000000626	sp	3	1	fought	VBD	L+H*	f O t	1	H-L%	4
5000000517	6000000626	sp	3	1	:	:				H-L%	4
5000000517	6000000626	sp	3	2	The	DT		D @	0	L-L%	6
