tei_section_id	tei_node_id	tei_node_type	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index	phoneme_id	word_id	pos_id
5000000358	6000000368	sp	3	3	to	TO		t u	1	H-L%	4	18	16	11
5000000358	6000000368	sp	3	3	the	DT		D @	0	H-L%	4	42	35	10
5000000358	6000000368	sp	3	3	sepulchre	NN	L+H*	s E p	1	H-L%	4	137	105	8
5000000358	6000000368	sp	3	3	sepulchre	NN	L+H*	j @ l k r	0	H-L%	4	138	105	8
5000000358	6000000368	sp	3	3	of	IN		V v	1	H-L%	4	27	23	3
5000000358	6000000368	sp	3	3	christ	NNP	L+H*	k r AI s t	1	H-L%	4	139	106	23
5000000358	6000000368	sp	3	3	","	","		","		H-L%	4	7	6	6
5000000358	6000000368	sp	3	4	whose	DT		h u z	1	H-L%	4	140	107	10
5000000358	6000000368	sp	3	4	soldier	NN	L+H*	s @U l	1	H-L%	4	141	108	8
5000000358	6000000368	sp	3	4	soldier	NN	L+H*	dZ r=	0	H-L%	4	142	108	8
5000000358	6000000368	sp	3	4	now	RB		n aU	1	H-L%	4	108	83	1
5000000358	6000000368	sp	3	4	","	","		","		H-L%	4	7	6	6
5000000358	6000000368	sp	3	5	under	IN		V n	1	H-L%	4	143	109	3
5000000358	6000000368	sp	3	5	under	IN		d r=	0	H-L%	4	144	109	3
5000000358	6000000368	sp	3	5	whose	WP$		h u z	1	H-L%	4	140	107	25
5000000358	6000000368	sp	3	5	blessed	VBN	L+H*	b l E s t	1	H-L%	4	145	110	2
5000000358	6000000368	sp	3	5	cross	NN	L+H*	k r O s	1	H-L%	4	146	111	8
5000000358	6000000368	sp	3	5	we	PRP		w i	1	H-L%	4	5	4	4
5000000358	6000000368	sp	3	5	are	VBP		A r	1	H-L%	4	6	5	5
5000000358	6000000368	sp	3	5	impressed	VBN	L+H*	I m	0	H-L%	4	147	112	2
5000000358	6000000368	sp	3	5	impressed	VBN	L+H*	p r E s t	1	H-L%	4	148	112	2
5000000358	6000000368	sp	3	5	and	CC		{ n d	1	H-L%	4	20	18	12
5000000358	6000000368	sp	3	5	engaged	VBN	L+H*	E n	0	H-L%	4	45	113	2
5000000358	6000000368	sp	3	5	engaged	VBN	L+H*	g EI dZ d	1	H-L%	4	149	113	2
5000000358	6000000368	sp	3	5	to	TO		t u	1	H-L%	4	18	16	11
5000000358	6000000368	sp	3	5	fight	VB	L+H*	f AI t	1	H-L%	4	150	114	9
5000000358	6000000368	sp	3	5	","	","		","		H-L%	4	7	6	6
5000000358	6000000368	sp	3	6	forthwith	IN		f O r	1	H-L%	4	14	115	3
5000000358	6000000368	sp	3	6	forthwith	IN		T w I T	0	H-L%	4	151	115	3
5000000358	6000000368	sp	3	6	a	DT		@	0	H-L%	4	12	11	10
5000000358	6000000368	sp	3	6	power	NN	L+H*	p aU	1	H-L%	4	152	116	8
5000000358	6000000368	sp	3	6	power	NN	L+H*	r=	0	H-L%	4	153	116	8
5000000358	6000000368	sp	3	6	of	IN		V v	1	H-L%	4	27	23	3
5000000358	6000000368	sp	3	6	english	NNP	L+H*	I N	1	H-L%	4	154	117	23
5000000358	6000000368	sp	3	6	english	NNP	L+H*	g l I S	0	H-L%	4	155	117	23
5000000358	6000000368	sp	3	6	shall	MD		S { l	1	H-L%	4	49	40	16
5000000358	6000000368	sp	3	6	we	PRP		w i	1	H-L%	4	5	4	4
5000000358	6000000368	sp	3	6	levy	VB	L+H*	l E	1	H-L%	4	156	118	9
5000000358	6000000368	sp	3	6	levy	VB	L+H*	v i	0	H-L%	4	157	118	9
5000000358	6000000368	sp	3	6	;	:		;		H-L%	4	58	48	19
5000000358	6000000368	sp	3	7	whose	JJ	L+H*	h u z	1	L-L%	5	140	107	7
5000000358	6000000368	sp	3	7	arms	NNS	L+H*	A r m z	1	L-L%	5	158	119	13
5000000358	6000000368	sp	3	7	were	VBD	L+H*	w r=	0	L-L%	5	159	120	22
5000000358	6000000368	sp	3	7	moulded	VBN	L+H*	m @U l	1	L-L%	5	160	121	2
5000000358	6000000368	sp	3	7	moulded	VBN	L+H*	d I d	0	L-L%	5	24	121	2
5000000358	6000000368	sp	3	7	in	IN		I n	1	L-L%	5	33	28	3
5000000358	6000000368	sp	3	7	their	PRP$		D E r	1	L-L%	5	135	122	17
5000000358	6000000368	sp	3	7	mother	NN	L+H*	m V	1	L-L%	5	161	123	8
5000000358	6000000368	sp	3	7	mother	NN	L+H*	D r=	0	L-L%	5	162	123	8
5000000358	6000000368	sp	3	7	's	POS		z	0	L-L%	5	56	46	18
5000000358	6000000368	sp	3	7	womb	NN	L+H*	w u m	1	L-L%	5	163	124	8
5000000358	6000000368	sp	3	7	to	TO		t u	1	L-L%	5	18	16	11
5000000358	6000000368	sp	3	7	chase	VB	L+H*	tS EI s	1	L-L%	5	164	125	9
5000000358	6000000368	sp	3	7	these	DT		D i z	1	L-L%	5	165	126	10
5000000358	6000000368	sp	3	7	pagans	NNS	L+H*	p EI	1	L-L%	5	73	127	13
5000000358	6000000368	sp	3	7	pagans	NNS	L+H*	g @ n z	0	L-L%	5	166	127	13
5000000358	6000000368	sp	3	7	in	IN		I n	1	L-L%	5	33	28	3
5000000358	6000000368	sp	3	7	those	DT		D @U z	1	L-L%	5	76	61	10
5000000358	6000000368	sp	3	7	holy	JJ	L+H*	h @U	1	L-L%	5	167	128	7
5000000358	6000000368	sp	3	7	holy	JJ	L+H*	l i	0	L-L%	5	168	128	7
5000000358	6000000368	sp	3	7	fields	NNS	L+H*	f i l d z	1	L-L%	5	64	52	13
5000000358	6000000368	sp	3	7	over	IN		@U	1	L-L%	5	169	129	3
5000000358	6000000368	sp	3	7	over	IN		v r=	0	L-L%	5	170	129	3
5000000358	6000000368	sp	3	7	whose	WP$		h u z	1	L-L%	5	140	107	25
5000000358	6000000368	sp	3	7	acres	NNS	L+H*	EI	1	L-L%	5	171	130	13
5000000358	6000000368	sp	3	7	acres	NNS	L+H*	k r= z	0	L-L%	5	172	130	13
5000000358	6000000368	sp	3	7	walked	VBD	L+H*	w O k t	1	L-L%	5	173	131	22
5000000358	6000000368	sp	3	7	those	DT		D @U z	1	L-L%	5	76	61	10
5000000358	6000000368	sp	3	7	blessed	VBN	L+H*	b l E s t	1	L-L%	5	145	110	2
5000000358	6000000368	sp	3	7	feet	NNS	L+H*	f i t	1	L-L%	5	174	132	13
5000000358	6000000368	sp	3	7	which	WDT		w I tS	1	L-L%	5	79	64	20
5000000358	6000000368	sp	3	7	fourteen	CD		f O r	1	L-L%	5	14	133	21
5000000358	6000000368	sp	3	7	fourteen	CD		t i n	0	L-L%	5	175	133	21
5000000358	6000000368	sp	3	7	hundred	CD		h V n	1	L-L%	5	176	134	21
5000000358	6000000368	sp	3	7	hundred	CD		d r @ d	0	L-L%	5	177	134	21
5000000358	6000000368	sp	3	7	years	NNS	L+H*	j I r z	1	L-L%	5	178	135	13
5000000358	6000000368	sp	3	7	ago	RB		@	0	L-L%	5	12	136	1
5000000358	6000000368	sp	3	7	ago	RB		g @U	1	L-L%	5	179	136	1
5000000358	6000000368	sp	3	7	were	VBD	L+H*	w r=	0	L-L%	5	159	120	22
5000000358	6000000368	sp	3	7	nailed	VBN	L+H*	n EI l d	1	L-L%	5	180	137	2
5000000358	6000000368	sp	3	7	for	IN		f O r	1	L-L%	5	14	13	3
5000000358	6000000368	sp	3	7	our	PRP$		aU	1	L-L%	5	181	138	17
5000000358	6000000368	sp	3	7	our	PRP$		r=	0	L-L%	5	153	138	17
5000000358	6000000368	sp	3	7	advantage	NN	L+H*	{ d	0	L-L%	5	182	139	8
5000000358	6000000368	sp	3	7	advantage	NN	L+H*	v { n	1	L-L%	5	183	139	8
5000000358	6000000368	sp	3	7	advantage	NN	L+H*	t I dZ	0	L-L%	5	184	139	8
5000000358	6000000368	sp	3	7	on	IN		A n	1	L-L%	5	185	140	3
5000000358	6000000368	sp	3	7	the	DT		D @	0	L-L%	5	42	35	10
5000000358	6000000368	sp	3	7	bitter	JJ	L+H*	b I	1	L-L%	5	186	141	7
5000000358	6000000368	sp	3	7	bitter	JJ	L+H*	t r=	0	L-L%	5	134	141	7
5000000358	6000000368	sp	3	7	cross	NN	!H*	k r O s	1	L-L%	5	146	111	8
5000000358	6000000368	sp	3	7	.	.		.		L-L%	5	39	32	14
5000000358	6000000368	sp	4	1	but	CC		b V t	1	H-L%	4	187	142	12
5000000358	6000000368	sp	4	1	this	DT		D I s	1	H-L%	4	47	38	10
5000000358	6000000368	sp	4	1	our	PRP$		aU	1	H-L%	4	181	138	17
5000000358	6000000368	sp	4	1	our	PRP$		r=	0	H-L%	4	153	138	17
5000000358	6000000368	sp	4	1	purpose	NN	L+H*	p r=	1	H-L%	4	188	143	8
5000000358	6000000368	sp	4	1	purpose	NN	L+H*	p @ s	0	H-L%	4	189	143	8
5000000358	6000000368	sp	4	1	now	RB		n aU	1	H-L%	4	108	83	1
5000000358	6000000368	sp	4	1	is	VBZ		I z	1	H-L%	4	190	144	26
5000000358	6000000368	sp	4	1	twelve	CD		t w E l v	1	H-L%	4	191	145	21
5000000358	6000000368	sp	4	1	month	NN	L+H*	m V n T	1	H-L%	4	192	146	8
5000000358	6000000368	sp	4	1	old	JJ	L+H*	@U l d	1	H-L%	4	193	147	7
5000000358	6000000368	sp	4	1	","	","		","		H-L%	4	7	6	6
5000000358	6000000368	sp	4	2	and	CC		{ n d	1	H-L%	4	20	18	12
