tei_section_id	tei_node_id	tei_node_type	sentence_id	phrase_id	word	part_of_speech	accent	phoneme	stress	tone	break_index	1h4	1h6	2h6	3h6	he8
5000000451	6000000473	sp	1	2	stole	VBD	L+H*	s	0	H-L%	4	0.841477596	0.773499807	0.795229997	0.78711199	0.886148279
5000000451	6000000473	sp	1	2	stole	VBD	L+H*	t @U l	1	H-L%	4	0.827286337	0.762967083	0.781836131	0.77341587	0.871556545
5000000451	6000000473	sp	1	2	away	RB		@	0	H-L%	4	0.818911552	0.75334424	0.772775717	0.765834809	0.862594813
5000000451	6000000473	sp	1	2	away	RB		w EI	1	H-L%	4	0.823321249	0.753831687	0.774912541	0.769630007	0.86655093
5000000451	6000000473	sp	1	2	and	CC		{ n d	1	H-L%	4	0.825978739	0.757638029	0.776836395	0.770946457	0.86844179
5000000451	6000000473	sp	1	2	left	VBD	L+H*	l E f t	1	H-L%	4	0.805035311	0.739501453	0.757084228	0.750555837	0.847679676
5000000451	6000000473	sp	1	2	his	PRP$		h I z	1	H-L%	4	0.793520411	0.73241176	0.747991204	0.739872929	0.835835048
5000000451	6000000473	sp	1	2	men	NNS	L+H*	m E n	1	H-L%	4	0.799645252	0.740472872	0.75614895	0.746855364	0.840147404
5000000451	6000000473	sp	1	2	:	:				H-L%	4	0.830707994	0.764606704	0.784722766	0.776064596	0.870270585
5000000451	6000000473	sp	1	3	Whereat	IN		w E	1	H-L%	4	0.830524453	0.764744077	0.785334554	0.77606114	0.869144466
5000000451	6000000473	sp	1	3	Whereat	IN		r i t	0	H-L%	4	0.817480808	0.756304421	0.7751725	0.764162768	0.854811405
5000000451	6000000473	sp	1	3	the	DT		D @	0	H-L%	4	0.785847266	0.731869237	0.747182478	0.734140949	0.822558715
5000000451	6000000473	sp	1	3	great	JJ	L+H*	g r EI t	1	H-L%	4	0.75624639	0.708848984	0.720654016	0.705613557	0.792453562
5000000451	6000000473	sp	1	3	Lord	NNP	L+H*	l O r d	1	H-L%	4	0.743886079	0.693817418	0.707653952	0.693554828	0.78097294
5000000451	6000000473	sp	1	3	of	IN		V v	1	H-L%	4	0.740729095	0.689478361	0.704057387	0.689818275	0.778354778
5000000451	6000000473	sp	1	3	Northumberland	NNP	L+H*	n O r	1	H-L%	4	0.737690325	0.686170819	0.701219995	0.686713239	0.776288906
5000000451	6000000473	sp	1	3	Northumberland	NNP	L+H*	T u m	0	H-L%	4	0.730166386	0.683420775	0.695544521	0.679141399	0.769506932
5000000451	6000000473	sp	1	3	Northumberland	NNP	L+H*	b r=	0	H-L%	4	0.715736626	0.672245438	0.682591974	0.666170433	0.756194599
5000000451	6000000473	sp	1	3	Northumberland	NNP	L+H*	l @ n d	0	H-L%	4	0.727208093	0.681053427	0.693380068	0.678242639	0.768412402
5000000451	6000000473	sp	1	3	,	,				H-L%	4	0.741737628	0.692966702	0.707002281	0.693215502	0.783378364
5000000451	6000000473	sp	1	4	Whose	DT		h u z	1	H-L%	4	0.730416693	0.679474602	0.694271502	0.681917799	0.774068736
5000000451	6000000473	sp	1	4	warlike	JJ	L+H*	w O	1	H-L%	4	0.727919542	0.676366542	0.691598473	0.679597747	0.773345096
5000000451	6000000473	sp	1	4	warlike	JJ	L+H*	r l AI k	0	H-L%	4	0.701740024	0.655311538	0.667293905	0.654300601	0.748575905
5000000451	6000000473	sp	1	4	ears	NNS	L+H*	I r z	1	H-L%	4	0.7045266	0.656730557	0.669049778	0.655924458	0.753146147
5000000451	6000000473	sp	1	4	could	MD		k U d	1	H-L%	4	0.707437854	0.653936432	0.669933087	0.658743849	0.758125276
5000000451	6000000473	sp	1	4	never	RB		n E	1	H-L%	4	0.719109133	0.66179391	0.679993473	0.669099573	0.771083134
5000000451	6000000473	sp	1	4	never	RB		v r=	0	H-L%	4	0.743821293	0.679100825	0.701366708	0.691891951	0.79770172
5000000451	6000000473	sp	1	4	brook	VB	L+H*	b r U k	1	H-L%	4	0.74334573	0.678824363	0.70015631	0.690211339	0.798233105
5000000451	6000000473	sp	1	4	retreat	NN	L+H*	r i	0	H-L%	4	0.729420564	0.668422149	0.687844344	0.677096816	0.783860208
5000000451	6000000473	sp	1	4	retreat	NN	L+H*	t r i t	1	H-L%	4	0.707747399	0.648335238	0.666552782	0.655331769	0.762582916
5000000451	6000000473	sp	1	4	,	,				H-L%	4	0.728863738	0.665576061	0.686061967	0.674885405	0.78343362
5000000451	6000000473	sp	1	5	Cheered	VBN	L+H*	tS I r d	1	H-L%	4	0.716114357	0.654494566	0.673501185	0.661415101	0.77162455
5000000451	6000000473	sp	1	5	up	IN		V p	1	H-L%	4	0.692291079	0.631703155	0.650102902	0.638636048	0.748418691
5000000451	6000000473	sp	1	5	the	DT		D @	0	H-L%	4	0.687941422	0.627516871	0.645770941	0.634768575	0.744050926
5000000451	6000000473	sp	1	5	drooping	VBG	L+H*	d r u	1	H-L%	4	0.684819428	0.623722497	0.642111245	0.631254001	0.741149426
5000000451	6000000473	sp	1	5	drooping	VBG	L+H*	p I N	0	H-L%	4	0.692267895	0.626584959	0.646718925	0.63702061	0.74932511
5000000451	6000000473	sp	1	5	army	NN	L+H*	A	1	H-L%	4	0.689804277	0.619348042	0.642754608	0.635338203	0.747167043
5000000451	6000000473	sp	1	5	army	NN	L+H*	r m i	0	H-L%	4	0.680934574	0.611297204	0.634480543	0.627298675	0.737525726
5000000451	6000000473	sp	1	5	;	:				H-L%	4	0.688699985	0.621691199	0.643050141	0.634649434	0.743838859
5000000451	6000000473	sp	1	6	and	CC		{ n d	1	H-L%	4	0.671402592	0.607500393	0.627018656	0.618150741	0.726262867
5000000451	6000000473	sp	1	6	himself	PRP		h I m	0	H-L%	4	0.666721291	0.602923279	0.622491467	0.613993767	0.721415578
5000000451	6000000473	sp	1	6	himself	PRP		s E l f	1	H-L%	4	0.671633844	0.609783962	0.628980447	0.619916705	0.724632214
5000000451	6000000473	sp	1	6	,	,				H-L%	4	0.654851917	0.595984346	0.613339401	0.603714079	0.707443378
5000000451	6000000473	sp	1	7	Lord	NNP	L+H*	l O r d	1	H-L%	4	0.67215441	0.61114138	0.630118588	0.620763329	0.723653412
5000000451	6000000473	sp	1	7	Clifford	NNP	L+H*	k l I	1	H-L%	4	0.648469091	0.590696473	0.607975638	0.598458378	0.699398977
5000000451	6000000473	sp	1	7	Clifford	NNP	L+H*	f r= d	0	H-L%	4	0.647260764	0.585028933	0.605608194	0.598140299	0.698623937
5000000451	6000000473	sp	1	7	and	CC		{ n d	1	H-L%	4	0.668055958	0.604297814	0.625626137	0.617599955	0.719273813
5000000451	6000000473	sp	1	7	Lord	NNP	L+H*	l O r d	1	H-L%	4	0.641974235	0.584685194	0.602381946	0.592370808	0.693550753
5000000451	6000000473	sp	1	7	Stafford	NNP	L+H*	s	0	H-L%	4	0.648368419	0.592972966	0.610201678	0.599252486	0.699112724
5000000451	6000000473	sp	1	7	Stafford	NNP	L+H*	t {	1	H-L%	4	0.625512296	0.572115495	0.589001313	0.578366154	0.676765547
5000000451	6000000473	sp	1	7	Stafford	NNP	L+H*	f r= d	0	H-L%	4	0.633440772	0.582781376	0.598286604	0.586018917	0.683534919
5000000451	6000000473	sp	1	7	,	,				H-L%	4	0.640060474	0.586117939	0.603581164	0.59227929	0.691883084
5000000451	6000000473	sp	1	8	all	DT		O l	1	H-L%	4	0.629857188	0.575014625	0.592759659	0.58204958	0.683723971
5000000451	6000000473	sp	1	8	abreast	JJ	L+H*	@	0	H-L%	4	0.646699063	0.58949151	0.608885268	0.598061247	0.701165266
5000000451	6000000473	sp	1	8	abreast	JJ	L+H*	b r E s t	1	H-L%	4	0.642274944	0.588246722	0.60592594	0.593585374	0.696632692
5000000451	6000000473	sp	1	8	,	,				H-L%	4	0.630040132	0.577470773	0.593824327	0.580338901	0.685681843
5000000451	6000000473	sp	1	9	Charged	VBN	L+H*	tS A r dZ d	1	H-L%	4	0.63586871	0.579656772	0.598118242	0.585283129	0.692739349
5000000451	6000000473	sp	1	9	our	PRP$		aU	1	H-L%	4	0.640249713	0.583253825	0.601936556	0.588398244	0.697948016
5000000451	6000000473	sp	1	9	our	PRP$		r=	0	H-L%	4	0.644679138	0.582773178	0.604908481	0.592811406	0.703991717
5000000451	6000000473	sp	1	9	main	JJ	L+H*	m EI n	1	H-L%	4	0.621086327	0.566702704	0.586278132	0.575688755	0.670820562
5000000451	6000000473	sp	1	9	"battle's"	NN	L+H*	b {	1	H-L%	4	0.56970218	0.527134932	0.542133891	0.532458414	0.60976619
5000000451	6000000473	sp	1	9	"battle's"	NN	L+H*	t @ l	0	H-L%	4	0.529969285	0.494498658	0.507428032	0.499402765	0.561133689
5000000451	6000000473	sp	1	9	"battle's"	POS		z	0	H-L%	4	0.504053114	0.472695612	0.484722864	0.479454614	0.526854828
5000000451	6000000473	sp	1	9	front	NN	L+H*	f r V n t	1	H-L%	4	0.46398738	0.443867735	0.450693978	0.445477717	0.478186499
5000000451	6000000473	sp	1	9	,	,				H-L%	4	0.444259527	0.427933892	0.433832791	0.431145497	0.450768535
5000000451	6000000473	sp	1	10	and	CC		{ n d	1	L-L%	5	0.402393744	0.393417759	0.396007877	0.394065684	0.401716388
5000000451	6000000473	sp	1	10	breaking	VBG	L+H*	b r EI	1	L-L%	5	0.381919528	0.379823324	0.379876543	0.378475812	0.372762441
5000000451	6000000473	sp	1	10	breaking	VBG	L+H*	k I N	0	L-L%	5	0.364838835	0.365300408	0.364860937	0.365576167	0.348565295
5000000451	6000000473	sp	1	10	in	IN		I n	1	L-L%	5	0.337334999	0.343638103	0.340811147	0.342736178	0.314452719
5000000451	6000000473	sp	1	10	Were	VBD	L+H*	w r=	0	L-L%	5	0.312459791	0.324120638	0.318909851	0.321957171	0.28337542
5000000451	6000000473	sp	1	10	by	IN		b AI	1	L-L%	5	0.299668826	0.316899693	0.30931774	0.312702981	0.263435373
5000000451	6000000473	sp	1	10	the	DT		D @	0	L-L%	5	0.266544182	0.289054144	0.278566964	0.282700099	0.226284338
5000000451	6000000473	sp	1	10	swords	NNS	L+H*	s O r d z	1	L-L%	5	0.252942983	0.28087608	0.267970735	0.27233609	0.206509925
5000000451	6000000473	sp	1	10	of	IN		V v	1	L-L%	5	0.240001561	0.267415564	0.254851316	0.258833161	0.194944568
5000000451	6000000473	sp	1	10	common	JJ	L+H*	k A	1	L-L%	5	0.261412949	0.286669934	0.275385723	0.27892023	0.220532893
5000000451	6000000473	sp	1	10	common	JJ	L+H*	m @ n	0	L-L%	5	0.290543119	0.313143025	0.303096644	0.305992274	0.254325767
5000000451	6000000473	sp	1	10	soldiers	NNS	L+H*	s @U l	1	L-L%	5	0.312883571	0.334434773	0.324904525	0.325859998	0.282008196
5000000451	6000000473	sp	1	10	soldiers	NNS	L+H*	dZ r= z	0	L-L%	5	0.347655994	0.366050738	0.357810648	0.35772353	0.322197327
5000000451	6000000473	sp	1	10	slain	JJ	!H*	s l EI n	1	L-L%	5	0.362825206	0.378760606	0.371397306	0.369860433	0.344474595
5000000451	6000000473	sp	1	10	.	.				L-L%	5	0.405973984	0.419269398	0.4131113	0.409528685	0.392215005
5000000451	6000000503	sp	1	1	Lord	NNP	L+H*	l O r d	1	H-L%	4	0.432562075	0.442648007	0.437161235	0.431222717	0.425934651
5000000451	6000000503	sp	1	1	"Stafford's"	NN	L+H*	s	0	H-L%	4	0.450408691	0.455729831	0.45216777	0.444482839	0.451211215
5000000451	6000000503	sp	1	1	"Stafford's"	NN	L+H*	t {	1	H-L%	4	0.488014356	0.487864212	0.485840737	0.476822974	0.494813437
5000000451	6000000503	sp	1	1	"Stafford's"	NN	L+H*	f r= d	0	H-L%	4	0.554372087	0.543375211	0.545847774	0.536297671	0.567303513
5000000451	6000000503	sp	1	1	"Stafford's"	POS		z	0	H-L%	4	0.598937897	0.582141941	0.586185281	0.574718694	0.618466143
5000000451	6000000503	sp	1	1	father	NN	L+H*	f A	1	H-L%	4	0.646531195	0.623840911	0.629535648	0.616028175	0.673020498
5000000451	6000000503	sp	1	1	father	NN	L+H*	D r=	0	H-L%	4	0.69052516	0.664359193	0.669385193	0.652817361	0.724882045
5000000451	6000000503	sp	1	1	,	,				H-L%	4	0.743689536	0.710784174	0.717580423	0.699128742	0.786259034
5000000451	6000000503	sp	1	2	Duke	NNP	L+H*	d u k	1	H-L%	4	0.750415701	0.713153301	0.72156799	0.704711838	0.793959894
5000000451	6000000503	sp	1	2	of	IN		V v	1	H-L%	4	0.771998151	0.728111044	0.740152221	0.72544606	0.814925597
5000000451	6000000503	sp	1	2	Buckingham	NNP	L+H*	b V	1	H-L%	4	0.75680443	0.710983338	0.723318174	0.709974927	0.800089115
5000000451	6000000503	sp	1	2	Buckingham	NNP	L+H*	k I N	0	H-L%	4	0.773610194	0.724371958	0.738554457	0.725799073	0.815696092
5000000451	6000000503	sp	1	2	Buckingham	NNP	L+H*	h { m	0	H-L%	4	0.790432715	0.737921887	0.753760093	0.741732853	0.830791381
5000000451	6000000503	sp	1	2	,	,				H-L%	4	0.780927577	0.728218591	0.744013926	0.732318479	0.820265682
5000000451	6000000503	sp	1	3	Is	VBZ		I z	1	H-L%	4	0.771576314	0.718650422	0.734409236	0.722799701	0.810117281
5000000451	6000000503	sp	1	3	either	DT		i	1	H-L%	4	0.781813861	0.731568415	0.745083519	0.731885173	0.818727647
5000000451	6000000503	sp	1	3	either	DT		D r=	0	H-L%	4	0.763086117	0.714715413	0.726740942	0.712169997	0.801181268
5000000451	6000000503	sp	1	3	slain	NN	L+H*	s l EI n	1	H-L%	4	0.732429426	0.690237778	0.698773642	0.682322126	0.770659615
5000000451	6000000503	sp	1	3	or	CC		O r	1	H-L%	4	0.716377722	0.67071669	0.681137486	0.665330089	0.755793174
5000000451	6000000503	sp	1	3	wounded	VBN	L+H*	w u n	1	H-L%	4	0.739841316	0.686091339	0.701288289	0.686421028	0.78088224
5000000451	6000000503	sp	1	3	wounded	VBN	L+H*	d @ d	0	H-L%	4	0.751952048	0.694214645	0.711975842	0.697084808	0.793968985
5000000451	6000000503	sp	1	3	dangerous	JJ	L+H*	d EI n	1	H-L%	4	0.767556397	0.708477495	0.726907813	0.711906058	0.810183929
5000000451	6000000503	sp	1	3	dangerous	JJ	L+H*	dZ r=	0	H-L%	4	0.762012294	0.705727346	0.722470167	0.706765813	0.805505937
5000000451	6000000503	sp	1	3	dangerous	JJ	L+H*	@ s	0	H-L%	4	0.736517006	0.686051155	0.699272474	0.682556552	0.781686107
5000000451	6000000503	sp	1	3	;	:				H-L%	4	0.752185711	0.699557383	0.714332616	0.698592903	0.797782887
5000000451	6000000503	sp	1	4	I	PRP		AI	1	H-L%	4	0.7364035	0.682196324	0.697589457	0.683249598	0.784244468
5000000451	6000000503	sp	1	4	cleft	VBD	L+H*	k l E f t	1	H-L%	4	0.725548283	0.675177827	0.688307166	0.673385557	0.77410978
5000000451	6000000503	sp	1	4	his	PRP$		h I z	1	H-L%	4	0.707602677	0.659559317	0.671001953	0.656032202	0.757884459
5000000451	6000000503	sp	1	4	beaver	NN	L+H*	b i	1	H-L%	4	0.729646306	0.67829597	0.691815369	0.677202136	0.780672513
5000000451	6000000503	sp	1	4	beaver	NN	L+H*	v r=	0	H-L%	4	0.711899185	0.657607668	0.672830428	0.660192001	0.764404749
5000000451	6000000503	sp	1	4	with	IN		w I D	1	H-L%	4	0.735690463	0.674231468	0.69358364	0.682669833	0.789054127
5000000451	6000000503	sp	1	4	a	DT		@	0	H-L%	4	0.759097808	0.689973433	0.713788667	0.704730985	0.813672741
5000000451	6000000503	sp	1	4	downright	JJ	L+H*	d aU	1	H-L%	4	0.776644929	0.705641723	0.730451571	0.721690951	0.832245429
5000000451	6000000503	sp	1	4	downright	JJ	L+H*	n r AI t	0	H-L%	4	0.764779983	0.69826343	0.720444263	0.710701743	0.820017098
5000000451	6000000503	sp	1	4	blow	NN	L+H*	b l @U	1	H-L%	4	0.752442127	0.683208774	0.707125254	0.698795143	0.809049371
5000000451	6000000503	sp	1	4	:	:				H-L%	4	0.746104397	0.679377986	0.701318046	0.691646606	0.801873683
5000000451	6000000503	sp	1	5	That	IN		D { t	1	H-L%	4	0.72542355	0.660679102	0.68080398	0.670686185	0.781678205
5000000451	6000000503	sp	1	5	this	DT		D I s	1	H-L%	4	0.722872355	0.653054364	0.676666066	0.668784587	0.780024019
5000000451	6000000503	sp	1	5	is	VBZ		I z	1	H-L%	4	0.645770615	0.59020354	0.607479733	0.600014064	0.693591566
5000000451	6000000503	sp	1	5	true	JJ	L+H*	t r u	1	H-L%	4	0.607529944	0.561005402	0.575333456	0.569122216	0.645372132
5000000451	6000000503	sp	1	5	,	,				H-L%	4	0.573467175	0.530955298	0.544644538	0.541456205	0.603117916
5000000451	6000000503	sp	1	6	father	NN	L+H*	f A	1	H-L%	4	0.543537756	0.504264042	0.518161502	0.517390902	0.563581077
5000000451	6000000503	sp	1	6	father	NN	L+H*	D r=	0	H-L%	4	0.491401229	0.456749441	0.469514774	0.471631071	0.503606563
5000000451	6000000503	sp	1	6	,	,				H-L%	4	0.508740094	0.472538475	0.486362473	0.4882146	0.519766943
5000000451	6000000503	sp	1	7	behold	VBD	L+H*	b I	0	L-L%	5	0.4891808	0.453607953	0.467793583	0.469692342	0.50051256
5000000451	6000000503	sp	1	7	behold	VBD	L+H*	h @U l d	1	L-L%	5	0.486343337	0.454204874	0.466356819	0.466911342	0.496487608
5000000451	6000000503	sp	1	7	his	PRP$		h I z	1	L-L%	5	0.472411969	0.445447852	0.454086698	0.452714375	0.481948387
5000000451	6000000503	sp	1	7	blood	NN	!H*	b l V d	1	L-L%	5	0.467634087	0.438810546	0.448644989	0.448557649	0.477240954
5000000451	6000000503	sp	1	7	.	.				L-L%	5	0.492014565	0.463500373	0.472876065	0.472263353	0.499696246
5000000451	6000000521	sp	1	1	And	CC		{ n d	1	H-L%	4	0.486461214	0.458440664	0.467803108	0.467581918	0.494283893
5000000451	6000000521	sp	1	1	,	,				H-L%	4	0.500306145	0.470390076	0.481311093	0.481696092	0.507263693
5000000451	6000000521	sp	1	2	brother	NN	L+H*	b r V	1	H-L%	4	0.521833243	0.496428043	0.505339506	0.50433993	0.525726503
5000000451	6000000521	sp	1	2	brother	NN	L+H*	D r=	0	H-L%	4	0.590248766	0.553189888	0.567501254	0.565608558	0.600300979
5000000451	6000000521	sp	1	2	,	,				H-L%	4	0.640645452	0.596352955	0.613119615	0.608658384	0.658225156
5000000451	6000000521	sp	1	3	"here's"	RB		h I r	1	H-L%	4	0.666205825	0.620111484	0.635697539	0.627014329	0.691592381
5000000451	6000000521	sp	1	3	"here's"	VBZ		z	0	H-L%	4	0.712386499	0.659234706	0.676435136	0.665841779	0.746857487
5000000451	6000000521	sp	1	3	the	DT		D @	0	H-L%	4	0.783249107	0.724611476	0.742559838	0.728077166	0.824933222
5000000451	6000000521	sp	1	3	Earl	NNP	L+H*	r= l	1	H-L%	4	0.758960484	0.701217806	0.718563618	0.704648478	0.800948065
5000000451	6000000521	sp	1	3	of	IN		V v	1	H-L%	4	0.7329748	0.682607638	0.697099713	0.685019627	0.765701296
5000000451	6000000521	sp	1	3	"Wiltshire's"	NN	L+H*	w I l	1	H-L%	4	0.691835467	0.645712908	0.660140548	0.651185658	0.71663651
5000000451	6000000521	sp	1	3	"Wiltshire's"	NN	L+H*	tS AI r	0	H-L%	4	0.641444291	0.603165615	0.615576711	0.608392612	0.658089289
5000000451	6000000521	sp	1	3	"Wiltshire's"	POS		z	0	H-L%	4	0.609449383	0.581089285	0.589773956	0.583009714	0.617214974
5000000451	6000000521	sp	1	3	blood	NN	L+H*	b l V d	1	H-L%	4	0.54467728	0.529031696	0.532437112	0.52629855	0.546323866
5000000451	6000000521	sp	1	3	,	,				H-L%	4	0.528481004	0.517609956	0.520238375	0.516313249	0.521905869
5000000451	6000000521	sp	1	4	Whom	IN		h u m	1	L-L%	5	0.495019541	0.490401745	0.491174198	0.488876242	0.481709393
5000000451	6000000521	sp	1	4	I	PRP		AI	1	L-L%	5	0.463033937	0.464253584	0.462847089	0.461933343	0.443821158
5000000451	6000000521	sp	1	4	encountered	VBD	L+H*	I n	0	L-L%	5	0.408800463	0.41968908	0.413910536	0.412950653	0.384914535
5000000451	6000000521	sp	1	4	encountered	VBD	L+H*	k aU n	1	L-L%	5	0.366458407	0.381314132	0.374772793	0.375876816	0.337226197
5000000451	6000000521	sp	1	4	encountered	VBD	L+H*	t r= d	0	L-L%	5	0.342620781	0.358208914	0.352465408	0.356182944	0.307387485
5000000451	6000000521	sp	1	4	as	IN		{ z	1	L-L%	5	0.318746784	0.341176575	0.332899927	0.336520838	0.278336701
5000000451	6000000521	sp	1	4	the	DT		D @	0	L-L%	5	0.300239065	0.327068871	0.317665697	0.322358062	0.255207349
5000000451	6000000521	sp	1	4	battles	NNS	L+H*	b {	1	L-L%	5	0.296178386	0.329328926	0.317448674	0.32178704	0.24518862
5000000451	6000000521	sp	1	4	battles	NNS	L+H*	t @ l z	0	L-L%	5	0.301228973	0.334545497	0.32307794	0.327288202	0.250213817
5000000451	6000000521	sp	1	4	joined	VBD	!H*	dZ OI n d	1	L-L%	5	0.306767192	0.34018283	0.329164139	0.333228988	0.255854654
5000000451	6000000521	sp	1	4	.	.				L-L%	5	0.332412918	0.363373967	0.354366249	0.360083405	0.279468152
5000000451	6000000533	sp	1	1	Speak	VB	L+H*	s	0	L-L%	5	0.338147755	0.369773216	0.36097502	0.366736613	0.285024024
5000000451	6000000533	sp	1	1	Speak	VB	L+H*	p i k	1	L-L%	5	0.366006606	0.394325628	0.387942692	0.395151985	0.310728327
5000000451	6000000533	sp	1	1	thou	NNS	L+H*	D aU	1	L-L%	5	0.368356475	0.396588437	0.390839124	0.397916473	0.313343727
5000000451	6000000533	sp	1	1	for	IN		f O r	1	L-L%	5	0.387018182	0.414230173	0.409783729	0.417406711	0.330375101
5000000451	6000000533	sp	1	1	me	PRP		m i	1	L-L%	5	0.382707681	0.408515819	0.405311618	0.413423017	0.326393456
5000000451	6000000533	sp	1	1	and	CC		{ n d	1	L-L%	5	0.393951034	0.415971473	0.415541457	0.425004208	0.336737468
5000000451	6000000533	sp	1	1	tell	VB	L+H*	t E l	1	L-L%	5	0.408904666	0.433257523	0.432027238	0.441158726	0.350014702
5000000451	6000000533	sp	1	1	them	PRP		D E m	1	L-L%	5	0.409189197	0.438679147	0.4349543	0.442929806	0.350024273
5000000451	6000000533	sp	1	1	what	WP		w V t	1	L-L%	5	0.427267252	0.455677127	0.452663967	0.461194386	0.366100876
5000000451	6000000533	sp	1	1	I	PRP		AI	1	L-L%	5	0.436364527	0.461821669	0.459975887	0.469606113	0.374696416
5000000451	6000000533	sp	1	1	did	VBD	!H*	d I d	1	L-L%	5	0.421288478	0.448019406	0.445001835	0.454209069	0.361511128
5000000451	6000000533	sp	1	1	.	.				L-L%	5	0.409856577	0.438872444	0.434643043	0.442813815	0.350810283
5000000451	6000000545	sp	1	1	Richard	NNP	L+H*	r I	1	L-L%	5	0.409957231	0.439562698	0.435262012	0.443104499	0.350561334
5000000451	6000000545	sp	1	1	Richard	NNP	L+H*	tS r= d	0	L-L%	5	0.411264474	0.440483827	0.436374559	0.443742355	0.351905753
5000000451	6000000545	sp	1	1	hath	NN	L+H*	h { T	1	L-L%	5	0.419476622	0.446166428	0.443252469	0.451782246	0.360100943
5000000451	6000000545	sp	1	1	best	RB		b E s t	1	L-L%	5	0.400799055	0.429090071	0.425455677	0.433386631	0.342415513
5000000451	6000000545	sp	1	1	deserved	VBN	L+H*	d I	0	L-L%	5	0.385850598	0.413447624	0.410186419	0.41774911	0.328850587
5000000451	6000000545	sp	1	1	deserved	VBN	L+H*	z r= v d	1	L-L%	5	0.400418355	0.424505204	0.422852923	0.429494055	0.348754116
5000000451	6000000545	sp	1	1	of	IN		V v	1	L-L%	5	0.437296842	0.455970514	0.456731479	0.462793025	0.390581494
5000000451	6000000545	sp	1	1	all	DT		O l	1	L-L%	5	0.476853704	0.491326942	0.493952966	0.499163986	0.435205173
5000000451	6000000545	sp	1	1	my	PRP$		m AI	1	L-L%	5	0.496200015	0.504784746	0.510451908	0.514928781	0.461856171
5000000451	6000000545	sp	1	1	sons	NNS	!H*	s V n z	1	L-L%	5	0.528768655	0.530171838	0.539929155	0.544358332	0.500937288
5000000451	6000000545	sp	1	1	.	.				L-L%	5	0.542454853	0.535508052	0.548934236	0.553316072	0.523066626
